Id,Wohngebiet,Nachbarschaft,Bedingung1,Bedingung2,Wohnungsklasse,Gebauedetyp,Wohnungsstil,Baujahr,Umbaujahr,Hausqualitaet,Hauszustand,Versorgung,Grundstuecksgroesse,Grundstuecksform,Gelaendekontur,Gelaendeneigung,Grundstueckanordnung,Strassenlaenge,Strassentyp,Fundament,Mauerwerktyp,Mauerwerkflaeche,Verkleidung1,Verkleidung2,Dachtyp,Dachmeterial,Aussenmaterialqualitaet,Aussenmaterialzustand,Kellerhoehe,Kellerzustand,Kellerbelichtung,Kellerbereich1,Kellerbereichgroesse1,Kellerbereich2,Kellerbereichgroesse2,KellerbereichgroesseNAu,KellerbereichgroesseGes,KellerVollbadezimmer,KellerHalbbadezimmer,OberirdischeWohnflaeche,1Stockflaeche,2Stockflaeche,GeringequalitaetFlaeche,OberirdischeRaueme,Funktionalitaet,OberirdischeVollbadezimmer,OberirdischeHalbbadezimmer,Schlafzimmer,Kuechen,KuechenQualitaet,Kamine,Kaminqualitaet,Heizung,Heizungsqualitaet,Klimalanlage,Elektrik,Holzdeckflaeche,OffeneVerandaflaeche,GeschlosseneVerandaflaeche,3JahreszeitenVerandaflaeche,AbgeschirmteVerandaflaeche,Poolflaeche,Poolqualitaet,Zaunqualitaet,Garagentyp,Garagenbaujahr,Garageninnenausbau,Garagenautos,Garagenflaeche,Garagenqualitaet,Garagenzustand,EinfahrtGepflastert,Sondermerkmal,SondermerkmalWert,Verkaufsmonat,Verkaufsjahr,Verkaufstyp,Verkaufsbedingung,Verkaufspreis
1081,WN,Ginnhei,Norm,Norm,20,1Fam,1Sto,2005,2006,7,5,EGWA,708.75,Reg,Ebn,San,Inn,18.9,Pfla,BetonGeg,ZiegGla,3.42,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Gu,Gu,Ke,NAu,0.0,NAu,0.0,111.33,111.33,0.0,0.0,112.77,112.77,0.0,0.0,6,Typ,2,0,3,1,Du,1,Du,GasWO,Gu,J,SLSRo,19.8,1.89,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2005.0,Aus,2.0,36.18,Du,Du,J,Keine,0.0,6,2017,GarK,Normal,149600.0
1082,WM,Altstad,Norm,Norm,20,1Fam,1Sto,1960,1960,4,5,EGWA,648.0,Reg,Ebn,San,Inn,18.0,Pfla,BetonSte,Kein,0.0,Metall,Metall,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,51.84,51.84,0.0,0.0,77.76,77.76,0.0,0.0,5,Typ,1,0,2,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,10.35,0.0,KeinPool,KeinZaun,Abgetr,1962.0,GAu,1.0,47.52,Du,Du,J,Keine,0.0,8,2016,GeBU,Normal,89250.0
1083,WN,Nordend,Norm,Norm,20,1Fam,1Sto,2003,2003,7,6,EGWA,859.23,Reg,Ebn,San,Inn,24.0,Pfla,BetonGeg,ZiegGla,10.08,Vinyl,Vinyl,Giebel,VerbSch,Du,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,143.46,143.46,0.0,0.0,143.46,143.46,0.0,0.0,6,Typ,2,0,2,1,Gu,1,Du,GasWO,Ag,J,SLSRo,17.1,7.2,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2003.0,GAu,2.0,42.48,Du,Du,J,Keine,0.0,7,2017,GarK,Normal,160225.0
1084,WN,Kalbach,Norm,Norm,60,1Fam,2Sto,2005,2006,10,5,EGWA,3218.4,UR1,Ebn,San,SG,35.4,Pfla,BetonGeg,ZiegGla,124.02,Hartfas,Hartfas,Walm,VerbSch,Gu,Gu,Ag,Ty,Gu,GWR,124.83,NAu,0.0,48.87,173.7,1.0,0.0,326.43,164.79,161.64,0.0,10,Typ,3,1,4,1,Gu,1,Du,GasWO,Ag,J,SLSRo,32.49,6.84,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2005.0,Aus,3.0,72.63,Du,Du,J,Keine,0.0,7,2016,GarK,Normal,531250.0
1085,WN,Sachsen,EbOA,Norm,20,1Fam,1Sto,1984,1984,5,5,EGWA,967.59,UR1,Ebn,San,SG,13.2,Pfla,BetonSte,ZiegGla,3.96,Sperrho,Sperrho,Giebel,VerbSch,Du,Du,Ar,Ty,Gu,DWR,70.83,NAu,0.0,22.5,93.33,1.0,0.0,93.33,93.33,0.0,0.0,5,Typ,1,0,2,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,12.24,4.23,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1984.0,GAu,2.0,38.79,Du,Du,J,Keine,0.0,8,2017,GarK,Normal,109650.0
1086,WM,Altstad,Norm,Norm,30,1Fam,1Sto,1950,1960,2,4,EGWA,533.25,Reg,Ebn,San,Eck,15.0,Pfla,ZiegFli,Kein,0.0,Metall,Metall,Giebel,VerbSch,Du,Gu,KeinKeller,KeinKeller,KeinKeller,KeinKeller,0.0,KeinKeller,0.0,0.0,0.0,0.0,0.0,55.08,55.08,0.0,0.0,4,Typ,1,0,1,1,Du,0,KeineKamine,GasWO,Ar,N,SichDu,0.0,0.0,2.25,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1975.0,NAu,1.0,27.72,Du,Ar,N,Keine,0.0,10,2019,GarK,Normal,38250.0
1087,WN,Kalbach,Norm,Norm,50,1Fam,1.5V,2005,2006,8,5,EGWA,1324.8,UR1,Ebn,San,SG,16.8,Pfla,BetonGeg,ZiegGla,52.11,Vinyl,Vinyl,Walm,VerbSch,Gu,Du,Gu,Ty,Du,GWR,73.44,NAu,0.0,109.53,182.97,1.0,0.0,291.42,184.77,106.65,0.0,9,Typ,2,1,4,1,Gu,1,Ag,GasWO,Ag,J,SLSRo,25.47,7.74,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2006.0,Aus,3.0,59.94,Du,Du,J,Keine,0.0,3,2020,GarK,Normal,348500.0
1088,WM,Eisenba,Norm,Norm,70,1Fam,2Sto,1930,1960,5,5,EGWA,576.18,Reg,Ebn,San,Eck,18.0,Pfla,BetonGeg,Kein,0.0,Holz,HolzSch,Giebel,VerbSch,Du,Du,Ty,Ty,Mn,NAu,0.0,NAu,0.0,53.64,53.64,0.0,0.0,107.28,53.64,53.64,0.0,6,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Du,N,SLSRo,0.0,0.0,12.33,0.0,0.0,0.0,KeinPool,GuHol,Abgetr,1930.0,NAu,1.0,17.01,Ar,Ar,N,Keine,0.0,7,2019,GarK,Normal,66300.0
1089,D,Schwanh,Norm,Norm,60,1Fam,2Sto,2013,2013,7,5,EGWA,630.0,Reg,Ebn,San,Inn,21.0,Pfla,BetonGeg,Kein,0.0,Zement,Zement,Giebel,VerbSch,Gu,Du,Gu,Ty,Mn,GWR,55.98,NAu,0.0,27.36,83.34,1.0,0.0,169.56,91.44,78.12,0.0,7,Typ,2,1,3,1,Ag,1,Ag,GasWO,Ag,J,SLSRo,0.0,3.15,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2013.0,GAu,2.0,52.29,Du,Du,J,Keine,0.0,6,2019,GarK,Normal,204765.0
1090,WN,Kalbach,Norm,Norm,60,1Fam,2Sto,2009,2009,8,5,EGWA,848.7,Reg,Ebn,San,Inn,24.6,Pfla,BetonGeg,ZiegGla,60.57,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Mn,GWR,104.67,NAu,0.0,8.01,112.68,1.0,0.0,212.85,114.12,98.73,0.0,8,Typ,2,1,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,0.0,11.52,0.0,0.0,16.2,0.0,KeinPool,KeinZaun,Verbund,2009.0,GAu,3.0,77.04,Du,Du,J,Keine,0.0,7,2019,GarK,Normal,286450.0
1091,WN,Hochsch,Norm,Norm,20,1Fam,1Sto,2017,2017,7,5,EGWA,608.58,Reg,Ebn,San,Inn,19.2,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Du,GWR,81.18,NAu,0.0,34.2,115.38,1.0,0.0,116.1,116.1,0.0,0.0,6,Typ,2,0,2,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,15.12,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2017.0,GAu,2.0,59.58,Du,Du,J,Keine,0.0,5,2019,GarK,Normal,170000.0
1092,WM,Bornhei,Norm,Norm,50,1Fam,1.5V,1940,1960,3,5,EGWA,550.8,Reg,Ebn,San,Inn,15.3,Pfla,BetonSte,Kein,0.0,AsbeSch,AsbeSch,Giebel,VerbSch,Gu,Du,Ty,Ty,Ke,DAR,31.23,NAu,0.0,34.29,65.52,1.0,0.0,104.58,65.52,39.06,0.0,6,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,2.16,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1940.0,NAu,1.0,23.22,Ar,Sc,J,Keine,0.0,11,2016,VerZ,Abnormal,63750.0
1093,WN,Hochsch,Norm,Norm,20,1Fam,1Sto,2014,2014,7,5,EGWA,765.0,Reg,Ebn,San,2St,18.9,Pfla,BetonGeg,ZiegGla,9.54,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Du,NAu,0.0,NAu,0.0,127.98,127.98,0.0,0.0,127.98,127.98,0.0,0.0,7,Typ,2,0,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,17.28,5.4,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2014.0,GAu,2.0,56.34,Du,Du,J,Keine,0.0,11,2017,GarK,Normal,152660.0
1094,WN,Hochsch,Norm,Norm,60,1Fam,2Sto,2017,2017,6,5,EGWA,996.21,Reg,Ebn,San,Eck,25.5,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,54.72,54.72,0.0,0.0,125.64,54.72,70.92,0.0,6,Typ,2,1,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,9.0,3.24,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2017.0,Aus,2.0,39.6,Du,Du,J,Keine,0.0,7,2019,GarK,Normal,144500.0
1095,WN,Kalbach,Norm,Norm,60,1Fam,2Sto,2002,2003,8,5,EGWA,992.25,Reg,Hng,Mit,Inn,31.5,Pfla,BetonGeg,ZiegGla,62.28,Hartfas,StuckIm,Giebel,VerbSch,Gu,Du,Ag,Ty,Gu,GWR,100.62,NAu,0.0,19.44,120.06,1.0,0.0,254.34,136.8,117.54,0.0,9,Typ,2,1,3,1,Gu,3,Du,GasWO,Ag,J,SLSRo,15.93,18.72,16.74,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2002.0,GAu,3.0,79.92,Du,Du,J,Keine,0.0,10,2016,GarK,Normal,283900.0
1096,WN,Sossenh,Norm,Norm,20,1Fam,1Sto,2013,2013,8,5,EGWA,1008.18,UR1,Ebn,San,Inn,24.6,Pfla,BetonGeg,ZiegGla,18.54,Vinyl,Vinyl,Walm,VerbSch,Gu,Du,Ag,Ty,Du,GWR,92.61,NAu,0.0,36.27,128.88,1.0,0.0,129.6,129.6,0.0,0.0,7,Typ,2,0,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,16.65,8.55,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2013.0,Aus,2.0,42.03,Du,Du,J,Keine,0.0,6,2018,GarK,Normal,197625.0
1097,WN,Sindlin,PosN,PosN,120,StHAb,1Sto,2017,2017,9,5,EGWA,730.62,Reg,Hng,San,Inn,18.0,Pfla,BetonGeg,ZiegGla,16.02,Metall,Metall,Walm,VerbSch,Ag,Du,Ag,Ty,Gu,GWR,93.06,NAu,0.0,60.84,153.9,1.0,0.0,153.9,153.9,0.0,0.0,6,Typ,2,0,2,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,14.04,4.32,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2017.0,GAu,2.0,50.13,Du,Du,J,Keine,0.0,7,2018,GarK,Normal,283900.0
1098,WN,Schwanh,Zubr,Norm,60,1Fam,2Sto,2017,2017,6,5,EGWA,1313.82,UR1,Ebn,San,SG,25.8,Pfla,BetonGeg,Stein,6.66,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Mn,NAu,0.0,NAu,0.0,80.46,80.46,0.0,0.0,173.97,80.46,93.51,0.0,9,Typ,2,1,4,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,9.0,1.62,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2017.0,Aus,3.0,60.12,Du,Du,J,Keine,0.0,1,2018,GarK,Normal,181900.0
1099,WN,Sindlin,Norm,Norm,60,1Fam,2Sto,2013,2013,8,5,EGWA,4815.36,UR2,Hng,Mit,SG,14.1,Pfla,BetonGeg,ZiegGla,54.27,Zement,HolzSch,Walm,VerbSch,Ag,Du,Gu,Ty,Gu,DWR,127.44,NAu,0.0,21.06,148.5,1.0,0.0,295.11,152.1,143.01,0.0,12,Mit,3,1,4,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,45.27,3.24,0.0,0.0,18.9,0.0,KeinPool,KeinZaun,Eingeb,2013.0,Aus,3.0,75.69,Du,Du,J,Keine,0.0,6,2020,GarK,Normal,457300.0
1100,WN,Sindlin,Norm,Norm,60,1Fam,2Sto,2015,2016,9,5,EGWA,1445.04,UR1,Ebn,San,Inn,25.5,Pfla,BetonGeg,Stein,18.72,Zement,Zement,Walm,VerbSch,Gu,Du,Ag,Ty,Du,GWR,21.6,NAu,0.0,157.68,179.28,0.0,0.0,258.12,179.28,78.84,0.0,11,Typ,3,1,4,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,19.26,9.72,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2015.0,Aus,3.0,64.44,Du,Du,J,Keine,0.0,7,2016,Neu,Unfertig,473093.85
1101,WN,Hochsch,Norm,Norm,60,1Fam,2Sto,2015,2016,7,5,EGWA,988.56,UR1,Ebn,San,Eck,27.3,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Gu,NAu,0.0,NAu,0.0,85.05,85.05,0.0,0.0,162.81,85.05,77.76,0.0,8,Typ,2,1,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,12.96,4.86,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2015.0,GAu,2.0,57.42,Du,Du,J,Keine,0.0,5,2016,Neu,Unfertig,178245.0
1102,WN,Höchst,Norm,Norm,90,DopH,1Sto,1960,1960,3,4,EGWA,768.96,Reg,Ebn,San,Eck,18.0,Pfla,Platten,Kein,0.0,ZiegMau,Stein,Giebel,VerbSch,Du,Du,KeinKeller,KeinKeller,KeinKeller,KeinKeller,0.0,KeinKeller,0.0,0.0,0.0,0.0,0.0,93.6,93.6,0.0,0.0,6,Typ,2,0,2,2,Du,0,KeineKamine,WandOf,Ar,N,SichAr,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1960.0,NAu,2.0,36.0,Du,Ar,J,Keine,0.0,12,2016,GarK,Normal,69190.0
1103,D,Schwanh,Norm,Norm,160,StHAb,2Sto,2009,2009,6,5,EGWA,205.2,Reg,Ebn,San,Inn,7.2,Pfla,BetonGeg,ZiegGla,30.78,Metall,Metall,Giebel,VerbSch,Du,Du,Gu,Ty,Ke,GWR,50.85,NAu,0.0,16.11,66.96,1.0,0.0,135.09,68.13,66.96,0.0,6,Typ,2,1,3,1,Du,1,Du,GasWO,Gu,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,2009.0,NAu,2.0,39.6,Du,Du,J,Keine,0.0,9,2017,GarK,Normal,150025.0
1104,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1976,1976,7,6,EGWA,792.0,Reg,Ebn,San,Inn,24.0,Pfla,BetonSte,ZiegGla,18.18,Hartfas,Sperrho,Walm,VerbSch,Du,Du,Ty,Ty,Ke,UWR,58.86,NAu,0.0,46.8,105.66,0.0,1.0,108.0,108.0,0.0,0.0,6,Typ,2,0,3,1,Du,1,Du,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Verbund,1976.0,GAu,2.0,39.6,Du,Du,J,Keine,0.0,10,2017,GarB,Normal,138975.0
1105,WM,Hochsch,Norm,Norm,120,StHAb,1Sto,2013,2013,6,5,EGWA,399.15,Reg,Ebn,San,Inn,20.684476534296028,Pfla,BetonGeg,ZiegGla,15.3,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Du,GWR,61.65,NAu,0.0,14.67,76.32,1.0,0.0,76.32,76.32,0.0,0.0,4,Typ,1,0,1,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,12.6,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2013.0,Aus,2.0,37.8,Du,Du,J,Keine,0.0,5,2019,GarK,Normal,119000.0
1106,WN,Nied,Norm,Norm,120,StHAb,1Sto,2015,2015,7,5,EGWA,634.68,UR1,Ebn,San,Inn,12.9,Pfla,BetonGeg,Stein,21.6,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Du,GWR,59.31,NAu,0.0,63.45,122.76,1.0,0.0,122.76,122.76,0.0,0.0,6,Typ,2,0,2,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,17.28,3.24,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2015.0,GAu,2.0,43.56,Du,Du,J,Keine,0.0,6,2016,GarK,Normal,157972.5
1107,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1961,1961,6,6,EGWA,915.3,Reg,Ebn,San,Eck,22.5,Pfla,BetonSte,ZiegGla,46.98,Holz,Holz,Walm,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,19.44,19.44,0.0,0.0,141.75,141.75,0.0,0.0,5,Typ,1,1,2,1,Gu,1,Gu,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1961.0,NAu,2.0,36.0,Du,Du,J,Keine,0.0,6,2016,GarK,Normal,131750.0
1108,WM,Eisenba,Norm,Norm,50,1Fam,1.5V,1947,1960,6,6,EGWA,774.0,Reg,Erh,San,Inn,15.0,Pfla,ZiegFli,Kein,0.0,Metall,Metall,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,70.2,70.2,0.0,0.0,123.84,70.2,53.64,0.0,7,Typ,2,0,3,1,Du,1,Gu,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1947.0,NAu,1.0,17.82,Du,Du,N,Keine,0.0,6,2016,GarK,Normal,101575.0
1109,WN,Sachsen,Norm,Norm,80,1Fam,GSto,1974,2011,5,8,EGWA,1273.41,UR1,Ebn,San,Inn,19.5,Pfla,BetonSte,ZiegGla,4.5,Hartfas,Hartfas,Walm,VerbSch,Gu,Gu,Ty,Ty,Gu,SQ,6.12,UWR,64.98,17.1,88.2,0.0,1.0,91.8,91.8,0.0,0.0,5,Typ,2,0,3,1,Du,1,Sc,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1980.0,NAu,2.0,47.52,Du,Du,J,Keine,0.0,5,2017,GarK,Normal,140250.0
1110,WM,Altstad,Norm,Norm,70,1Fam,2Sto,1915,2015,5,9,EGWA,540.0,Reg,Ebn,San,Eck,18.0,Pfla,ZiegFli,Kein,0.0,Metall,Metall,Giebel,VerbSch,Gu,Du,Ar,Ty,Ke,NAu,0.0,NAu,0.0,51.48,51.48,0.0,0.0,138.6,79.56,59.04,0.0,7,Typ,1,1,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,21.6,6.93,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,KeineGarage,0.0,KeineGarage,0.0,0.0,KeineGarage,KeineGarage,N,Keine,0.0,2,2018,GarK,Normal,109990.0
1111,WM,Altstad,Norm,Norm,70,1Fam,2Sto,1935,2006,8,7,EGWA,459.0,Reg,Ebn,San,Inn,20.684476534296028,Pfla,BetonGeg,Kein,0.0,Stuck,HolzSch,Walm,VerbSch,Du,Gu,Ty,Ty,Ke,NAu,0.0,NAu,0.0,52.92,52.92,0.0,0.0,149.94,74.97,74.97,0.0,7,Typ,1,0,3,1,Gu,1,Gu,GasWO,Ar,J,SLSRo,17.28,5.67,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Abgetr,1935.0,NAu,1.0,20.52,Du,Du,J,Keine,0.0,6,2018,GarK,Normal,136850.0
1112,WN,Gallus,Norm,Norm,30,1Fam,1Sto,1930,2012,4,7,EGWA,818.82,UR1,Ebn,San,Inn,17.4,Pfla,ZiegFli,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Mn,DWR,31.32,NAu,0.0,16.2,47.52,1.0,0.0,54.45,54.45,0.0,0.0,5,Typ,1,0,2,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,0.0,12.96,0.0,0.0,0.0,KeinPool,KeinZaun,KeineGarage,0.0,KeineGarage,0.0,0.0,KeineGarage,KeineGarage,N,Keine,0.0,7,2017,GarK,Normal,73100.0
1113,WN,Höchst,Norm,Norm,60,1Fam,2Sto,1974,1974,6,6,EGWA,878.4,Reg,Ebn,Mit,Inn,24.0,Pfla,BetonSte,ZiegGla,32.4,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Ty,Ty,Gu,GWR,60.66,SQ,9.54,0.0,70.2,1.0,0.0,144.99,71.82,73.17,0.0,7,Typ,1,1,4,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,29.52,11.52,0.0,0.0,17.01,0.0,KeinPool,KeinZaun,Verbund,1974.0,GAu,2.0,39.78,Du,Du,J,Keine,0.0,6,2018,GarK,Normal,142715.0
1114,WN,Nied,Norm,Norm,120,StHAb,1Sto,2016,2016,8,5,EGWA,579.78,UR1,Ebn,San,Inn,13.2,Pfla,BetonGeg,Stein,16.02,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Gu,Mn,GWR,2.16,NAu,0.0,121.14,123.3,0.0,0.0,123.3,123.3,0.0,0.0,6,Typ,2,0,2,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,10.8,4.41,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2016.0,GAu,2.0,43.56,Du,Du,J,Keine,0.0,10,2017,GarK,Normal,172125.0
1115,WN,Westend,Zubr,Norm,90,DopH,2Sto,1989,1989,5,5,EGWA,631.62,Reg,Ebn,San,Inn,19.2,Pfla,Platten,Kein,0.0,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,KeinKeller,KeinKeller,KeinKeller,KeinKeller,0.0,KeinKeller,0.0,0.0,0.0,0.0,0.0,200.52,100.26,100.26,0.0,8,Typ,2,0,6,2,Du,0,KeineKamine,GasWO,Du,J,SLSRo,6.57,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1989.0,NAu,2.0,64.8,Du,Du,J,Keine,0.0,6,2019,GarK,Zuweis,125785.55
1116,WN,Oberrad,Norm,Norm,120,StHAb,1Sto,2015,2016,7,5,EGWA,286.38,Reg,Ebn,San,Inn,12.9,Pfla,BetonGeg,ZiegGla,1.44,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Du,GWR,1.44,NAu,0.0,108.36,109.8,0.0,0.0,109.8,109.8,0.0,0.0,5,Typ,2,0,2,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,9.0,1.44,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2015.0,Aus,2.0,35.73,Du,Du,J,Keine,0.0,8,2019,GarK,Normal,153000.0
1117,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1977,1977,6,4,EGWA,1035.0,UR1,Ebn,San,Inn,23.1,Pfla,BetonSte,Kein,0.0,Hartfas,Hartfas,Giebel,VerbSch,Ar,Du,Ty,Ar,Ke,UWR,78.48,DAR,5.4,9.72,93.6,1.0,0.0,93.6,93.6,0.0,0.0,6,Ger1,1,0,3,1,Du,1,Sc,GasWO,Gu,J,SLSRo,0.0,0.0,14.04,0.0,0.0,0.0,KeinPool,MnPrv,Verbund,1977.0,GAu,2.0,43.2,Du,Du,J,Keine,0.0,5,2019,GarK,Normal,138550.0
1118,WN,Eckenhe,Norm,Norm,50,1Fam,1.5V,1931,1960,5,6,EGWA,691.29,UR1,Ebn,San,2St,16.2,Pfla,ZiegFli,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,65.79,65.79,0.0,0.0,120.87,73.8,47.07,0.0,7,Typ,1,1,3,1,Du,1,Gu,GasWO,Ag,J,SLSRo,17.28,0.0,9.18,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1931.0,NAu,1.0,16.74,Ar,Du,J,Keine,0.0,7,2019,GarK,Normal,131665.0
1119,WN,Hochsch,PosN,Norm,60,1Fam,2Sto,2005,2005,6,5,EGWA,1119.42,UR1,Ebn,San,Inn,19.5,Pfla,BetonGeg,ZiegGla,6.12,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,70.29,70.29,0.0,0.0,134.91,71.55,63.36,0.0,6,Typ,2,1,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,37.17,8.19,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2005.0,GAu,2.0,42.57,Du,Du,J,Keine,0.0,8,2016,GarK,Normal,158950.0
1120,WN,Nied,Norm,Norm,60,1Fam,2Sto,2017,2017,8,5,EGWA,2097.27,IR3,Ebn,San,SG,17.7,Pfla,BetonGeg,Stein,1.8,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Ag,Ty,Du,GWR,110.7,NAu,0.0,25.02,135.72,1.0,0.0,226.8,135.72,91.08,0.0,10,Typ,2,1,5,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,17.28,24.57,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2017.0,Aus,3.0,57.6,Du,Du,J,Keine,0.0,6,2019,GarK,Familie,348415.0
1121,WM,Bornhei,Norm,Norm,50,1Fam,1.5V,1949,1962,5,8,EGWA,561.6,Reg,Ebn,San,Inn,15.6,Pfla,ZiegFli,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Gu,Ty,Ty,Ke,DAR,4.32,NAu,0.0,56.16,60.48,1.0,0.0,118.98,80.91,38.07,0.0,7,Typ,1,0,4,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Abgetr,1949.0,NAu,1.0,25.2,Du,Du,J,Keine,0.0,7,2017,GarK,Normal,112200.0
